epoch,bpd,learning_rate,loss,val_bpd,val_learning_rate,val_loss
55,7.022448539733887,5.6000000768108293e-05,-0.6775884628295898,NA,NA,NA
56,6.97540807723999,5.700000110664405e-05,-0.7101926207542419,NA,NA,NA
57,6.937127113342285,5.8000001445179805e-05,-0.7367289066314697,NA,NA,NA
58,6.9052581787109375,5.900000178371556e-05,-0.7588179707527161,NA,NA,NA
59,6.872952938079834,5.999999848427251e-05,-0.7812086939811707,NA,NA,NA
60,6.838639259338379,6.0999998822808266e-05,-0.8049938678741455,NA,NA,NA
61,6.81026029586792,6.199999916134402e-05,-0.8246658444404602,NA,NA,NA
62,6.786396503448486,6.299999949987978e-05,-0.8412039279937744,NA,NA,NA
63,6.760683536529541,6.399999983841553e-05,-0.8590292930603027,NA,NA,NA
64,6.734216213226318,6.500000017695129e-05,-0.8773757219314575,NA,NA,NA
65,6.716244220733643,6.600000051548705e-05,-0.8898321986198425,NA,NA,NA
66,6.69318962097168,6.70000008540228e-05,-0.9058118462562561,NA,NA,NA
67,6.684666633605957,6.800000119255856e-05,-0.9117175340652466,NA,NA,NA
68,6.663505554199219,6.900000153109431e-05,-0.9263854622840881,NA,NA,NA
69,6.653080940246582,7.000000186963007e-05,-0.9336128234863281,NA,NA,NA
70,6.636053562164307,7.100000220816582e-05,-0.9454126954078674,NA,NA,NA
71,6.625975131988525,7.200000254670158e-05,-0.9524036645889282,NA,NA,NA
72,6.613884925842285,7.300000288523734e-05,-0.9607813954353333,NA,NA,NA
73,6.597598552703857,7.400000322377309e-05,-0.97207111120224,NA,NA,NA
74,6.590957164764404,7.500000356230885e-05,-0.9766733050346375,NA,NA,NA
75,6.582716941833496,7.599999662488699e-05,-0.982387125492096,NA,NA,NA
76,6.57162618637085,7.699999696342275e-05,-0.9900721311569214,NA,NA,NA
77,6.558620452880859,7.79999973019585e-05,-0.9990904927253723,NA,NA,NA
78,6.544082164764404,7.899999764049426e-05,-1.0091657638549805,NA,NA,NA
79,6.5416035652160645,7.999999797903001e-05,-1.0108827352523804,NA,NA,NA
80,6.53061056137085,8.099999831756577e-05,-1.0185047388076782,NA,NA,NA
81,6.523094177246094,8.199999865610152e-05,-1.0237125158309937,NA,NA,NA
82,6.513878345489502,8.299999899463728e-05,-1.0301016569137573,NA,NA,NA
83,6.506707668304443,8.399999933317304e-05,-1.0350712537765503,NA,NA,NA
84,6.500218391418457,8.499999967170879e-05,-1.0395665168762207,NA,NA,NA
85,6.48788595199585,8.600000001024455e-05,-1.0481178760528564,NA,NA,NA
86,6.486616611480713,8.70000003487803e-05,-1.0489946603775024,NA,NA,NA
87,6.475726127624512,8.800000068731606e-05,-1.0565458536148071,NA,NA,NA
88,6.4658098220825195,8.900000102585182e-05,-1.063419222831726,NA,NA,NA
89,6.4570794105529785,9.000000136438757e-05,-1.0694711208343506,NA,NA,NA
90,6.452500343322754,9.100000170292333e-05,-1.0726478099822998,NA,NA,NA
91,6.44546365737915,9.200000204145908e-05,-1.0775216817855835,NA,NA,NA
92,6.440287113189697,9.300000237999484e-05,-1.081107497215271,NA,NA,NA
93,6.432509899139404,9.40000027185306e-05,-1.0865012407302856,NA,NA,NA
94,6.428631782531738,9.500000305706635e-05,-1.0891897678375244,NA,NA,NA
95,6.423802852630615,9.600000339560211e-05,-1.0925370454788208,NA,NA,NA
96,6.40901517868042,9.699999645818025e-05,-1.1027886867523193,NA,NA,NA
97,6.4078450202941895,9.7999996796716e-05,-1.10359525680542,NA,NA,NA
98,6.4036455154418945,9.899999713525176e-05,-1.1065080165863037,NA,NA,NA
99,6.391477108001709,9.999999747378752e-05,-1.1149439811706543,NA,NA,NA
100,6.384432315826416,9.999999747378752e-05,-1.119828224182129,NA,NA,NA
101,6.381527423858643,9.999999747378752e-05,-1.1218398809432983,NA,NA,NA
102,6.371457576751709,9.999999747378752e-05,-1.1288185119628906,NA,NA,NA
103,6.370178699493408,9.999999747378752e-05,-1.1297043561935425,NA,NA,NA
104,6.359679698944092,9.999999747378752e-05,-1.1369811296463013,NA,NA,NA
105,6.357237339019775,9.999999747378752e-05,-1.138677716255188,NA,NA,NA
106,6.347769260406494,9.999999747378752e-05,-1.1452397108078003,NA,NA,NA
107,6.347667217254639,9.999999747378752e-05,-1.1453081369400024,NA,NA,NA
108,6.338663101196289,9.999999747378752e-05,-1.151551604270935,NA,NA,NA
109,6.337313175201416,9.999999747378752e-05,-1.1524850130081177,NA,NA,NA
110,6.326633930206299,9.999999747378752e-05,-1.1598913669586182,NA,NA,NA
111,6.324988842010498,9.999999747378752e-05,-1.1610280275344849,NA,NA,NA
112,6.3175225257873535,9.999999747378752e-05,-1.1662065982818604,NA,NA,NA
113,6.309124946594238,9.999999747378752e-05,-1.1720234155654907,NA,NA,NA
114,6.307528018951416,9.999999747378752e-05,-1.1731318235397339,NA,NA,NA
115,6.301482677459717,9.999999747378752e-05,-1.1773194074630737,NA,NA,NA
116,6.2977681159973145,9.999999747378752e-05,-1.1798973083496094,NA,NA,NA
117,6.292888641357422,9.999999747378752e-05,-1.1832771301269531,NA,NA,NA
118,6.287698268890381,9.999999747378752e-05,-1.1868748664855957,NA,NA,NA
119,6.286752700805664,9.999999747378752e-05,-1.1875330209732056,NA,NA,NA
120,6.2833757400512695,9.999999747378752e-05,-1.1898753643035889,NA,NA,NA
121,6.2817535400390625,9.999999747378752e-05,-1.190999150276184,NA,NA,NA
122,6.272693157196045,9.999999747378752e-05,-1.1972790956497192,NA,NA,NA
123,6.271484851837158,9.999999747378752e-05,-1.1981139183044434,NA,NA,NA
124,6.265200614929199,9.999999747378752e-05,-1.2024723291397095,NA,NA,NA
125,6.2603349685668945,9.999999747378752e-05,-1.205841302871704,NA,NA,NA
126,6.2611165046691895,9.999999747378752e-05,-1.2053005695343018,NA,NA,NA
127,6.254280090332031,9.999999747378752e-05,-1.210039734840393,NA,NA,NA
128,6.251709938049316,9.999999747378752e-05,-1.2118220329284668,NA,NA,NA
129,6.248758792877197,9.999999747378752e-05,-1.213869333267212,NA,NA,NA
130,6.242731094360352,9.999999747378752e-05,-1.2180469036102295,NA,NA,NA
131,6.240322113037109,9.999999747378752e-05,-1.2197182178497314,NA,NA,NA
132,6.237247467041016,9.999999747378752e-05,-1.221846103668213,NA,NA,NA
133,6.236733436584473,9.999999747378752e-05,-1.222204566001892,NA,NA,NA
134,6.232420921325684,9.999999747378752e-05,-1.2251912355422974,NA,NA,NA
135,6.2281413078308105,9.999999747378752e-05,-1.2281574010849,NA,NA,NA
136,6.226885795593262,9.999999747378752e-05,-1.2290323972702026,NA,NA,NA
137,6.220406532287598,9.999999747378752e-05,-1.2335200309753418,NA,NA,NA
138,6.219573020935059,9.999999747378752e-05,-1.2340978384017944,NA,NA,NA
139,6.217259883880615,9.999999747378752e-05,-1.2357017993927002,NA,NA,NA
140,6.211942672729492,9.999999747378752e-05,-1.2393863201141357,NA,NA,NA
141,6.210368633270264,9.999999747378752e-05,-1.2404794692993164,NA,NA,NA
142,6.210184574127197,9.999999747378752e-05,-1.2406045198440552,NA,NA,NA
143,6.200894355773926,9.999999747378752e-05,-1.2470451593399048,NA,NA,NA
144,6.199357509613037,9.999999747378752e-05,-1.2481107711791992,NA,NA,NA
145,6.198329925537109,9.999999747378752e-05,-1.24882173538208,NA,NA,NA
146,6.196403980255127,9.999999747378752e-05,-1.2501583099365234,NA,NA,NA
147,6.192394733428955,9.999999747378752e-05,-1.2529340982437134,NA,NA,NA
148,6.187417507171631,9.999999747378752e-05,-1.2563872337341309,NA,NA,NA
149,6.185801982879639,9.999999747378752e-05,-1.257507085800171,NA,NA,NA
150,6.184628963470459,9.999999747378752e-05,-1.2583198547363281,NA,NA,NA
151,6.180523872375488,9.999999747378752e-05,-1.2611653804779053,NA,NA,NA
152,6.177672863006592,9.999999747378752e-05,-1.2631412744522095,NA,NA,NA
153,6.176426410675049,9.999999747378752e-05,-1.2640047073364258,NA,NA,NA
154,6.175821304321289,9.999999747378752e-05,-1.2644248008728027,NA,NA,NA
155,6.171803951263428,9.999999747378752e-05,-1.267207384109497,NA,NA,NA
156,6.167812824249268,9.999999747378752e-05,-1.269974708557129,NA,NA,NA
157,6.166525840759277,9.999999747378752e-05,-1.2708649635314941,NA,NA,NA
158,6.1633710861206055,9.999999747378752e-05,-1.2730532884597778,NA,NA,NA
159,6.162806034088135,9.999999747378752e-05,-1.2734452486038208,NA,NA,NA
160,6.160022258758545,9.999999747378752e-05,-1.2753748893737793,NA,NA,NA
161,6.157130718231201,9.999999747378752e-05,-1.277381181716919,NA,NA,NA
162,6.155128002166748,9.999999747378752e-05,-1.2787691354751587,NA,NA,NA
163,6.151538372039795,9.999999747378752e-05,-1.2812553644180298,NA,NA,NA
164,6.15078067779541,9.999999747378752e-05,-1.2817786931991577,NA,NA,NA
165,6.148989200592041,9.999999747378752e-05,-1.283023476600647,NA,NA,NA
166,6.145445823669434,9.999999747378752e-05,-1.2854807376861572,NA,NA,NA
167,6.145092010498047,9.999999747378752e-05,-1.28572416305542,NA,NA,NA
168,6.1422529220581055,9.999999747378752e-05,-1.2876914739608765,NA,NA,NA
169,6.140897274017334,9.999999747378752e-05,-1.2886326313018799,NA,NA,NA
170,6.1372246742248535,9.999999747378752e-05,-1.291176199913025,NA,NA,NA
171,6.135571002960205,9.999999747378752e-05,-1.2923228740692139,NA,NA,NA
172,6.135126113891602,9.999999747378752e-05,-1.2926316261291504,NA,NA,NA
173,6.135272026062012,9.999999747378752e-05,-1.292531967163086,NA,NA,NA
174,6.129968643188477,9.999999747378752e-05,-1.2962058782577515,NA,NA,NA
175,6.131063461303711,9.999999747378752e-05,-1.2954466342926025,NA,NA,NA
176,6.12728214263916,9.999999747378752e-05,-1.298066258430481,NA,NA,NA
177,6.12138557434082,9.999999747378752e-05,-1.3021568059921265,NA,NA,NA
178,6.122477054595947,9.999999747378752e-05,-1.3014001846313477,NA,NA,NA
179,6.121285438537598,9.999999747378752e-05,-1.3022271394729614,NA,NA,NA
180,6.119443893432617,9.999999747378752e-05,-1.3035032749176025,NA,NA,NA
181,6.116797924041748,9.999999747378752e-05,-1.3053349256515503,NA,NA,NA
182,6.1149396896362305,9.999999747378752e-05,-1.3066247701644897,NA,NA,NA
183,6.114078044891357,9.999999747378752e-05,-1.307220697402954,NA,NA,NA
184,6.112546920776367,9.999999747378752e-05,-1.308281421661377,NA,NA,NA
185,6.111543655395508,9.999999747378752e-05,-1.3089792728424072,NA,NA,NA
186,6.109453201293945,9.999999747378752e-05,-1.3104265928268433,NA,NA,NA
187,6.1053595542907715,9.999999747378752e-05,-1.3132635354995728,NA,NA,NA
188,6.105965614318848,9.999999747378752e-05,-1.312844157218933,NA,NA,NA
189,6.1022515296936035,9.999999747378752e-05,-1.3154175281524658,NA,NA,NA
190,6.104742050170898,9.999999747378752e-05,-1.3136940002441406,NA,NA,NA
191,6.099451541900635,9.999999747378752e-05,-1.317359447479248,NA,NA,NA
192,6.097493648529053,9.999999747378752e-05,-1.3187164068222046,NA,NA,NA
193,6.098311901092529,9.999999747378752e-05,-1.3181504011154175,NA,NA,NA
194,6.094898223876953,9.999999747378752e-05,-1.3205186128616333,NA,NA,NA
195,6.094733238220215,9.999999747378752e-05,-1.3206298351287842,NA,NA,NA
196,6.093705654144287,9.999999747378752e-05,-1.3213434219360352,NA,NA,NA
197,6.092584609985352,9.999999747378752e-05,-1.3221206665039062,NA,NA,NA
198,6.0905938148498535,9.999999747378752e-05,-1.3234995603561401,NA,NA,NA
199,6.089686870574951,9.999999747378752e-05,-1.3241302967071533,NA,NA,NA
200,6.085239410400391,9.999999747378752e-05,-1.327210545539856,NA,NA,NA
201,6.086090087890625,9.999999747378752e-05,-1.3266193866729736,NA,NA,NA
202,6.085546970367432,9.999999747378752e-05,-1.3269977569580078,NA,NA,NA
203,6.081490516662598,9.999999747378752e-05,-1.3298097848892212,NA,NA,NA
204,6.0792131423950195,9.999999747378752e-05,-1.3313908576965332,NA,NA,NA
205,6.079195022583008,9.999999747378752e-05,-1.3313993215560913,NA,NA,NA
206,6.076642990112305,9.999999747378752e-05,-1.3331676721572876,NA,NA,NA
207,6.075535774230957,9.999999747378752e-05,-1.3339381217956543,NA,NA,NA
208,6.075074195861816,9.999999747378752e-05,-1.3342546224594116,NA,NA,NA
209,6.074006080627441,9.999999747378752e-05,-1.3349977731704712,NA,NA,NA
210,6.071876049041748,9.999999747378752e-05,-1.336473822593689,NA,NA,NA
211,6.069839954376221,9.999999747378752e-05,-1.3378857374191284,NA,NA,NA
212,6.068663120269775,9.999999747378752e-05,-1.338700532913208,NA,NA,NA
213,6.067940711975098,9.999999747378752e-05,-1.3391999006271362,NA,NA,NA
214,6.06667423248291,9.999999747378752e-05,-1.3400787115097046,NA,NA,NA
215,6.066161155700684,9.999999747378752e-05,-1.3404337167739868,NA,NA,NA
216,6.062677383422852,9.999999747378752e-05,-1.3428499698638916,NA,NA,NA
217,6.062027931213379,9.999999747378752e-05,-1.3432995080947876,NA,NA,NA
218,6.059924602508545,9.999999747378752e-05,-1.3447562456130981,NA,NA,NA
219,6.059484958648682,9.999999747378752e-05,-1.3450629711151123,NA,NA,NA
220,6.061324119567871,9.999999747378752e-05,-1.3437877893447876,NA,NA,NA
221,6.056593894958496,9.999999747378752e-05,-1.3470661640167236,NA,NA,NA
222,6.056879997253418,9.999999747378752e-05,-1.3468687534332275,NA,NA,NA
223,6.055750846862793,9.999999747378752e-05,-1.3476539850234985,NA,NA,NA
224,6.053929328918457,9.999999747378752e-05,-1.3489127159118652,NA,NA,NA
225,6.051341533660889,9.999999747378752e-05,-1.3507061004638672,NA,NA,NA
226,6.0508809089660645,9.999999747378752e-05,-1.351024866104126,NA,NA,NA
227,6.050624370574951,9.999999747378752e-05,-1.3512024879455566,NA,NA,NA
228,6.046748638153076,9.999999747378752e-05,-1.3538916110992432,NA,NA,NA
229,6.048768043518066,9.999999747378752e-05,-1.3524887561798096,NA,NA,NA
230,6.0474534034729,9.999999747378752e-05,-1.3534015417099,NA,NA,NA
231,6.045180320739746,9.999999747378752e-05,-1.3549764156341553,NA,NA,NA
232,6.043700218200684,9.999999747378752e-05,-1.3560001850128174,NA,NA,NA
233,6.044979572296143,9.999999747378752e-05,-1.3551169633865356,NA,NA,NA
234,6.042425155639648,9.999999747378752e-05,-1.3568851947784424,NA,NA,NA
235,6.042100429534912,9.999999747378752e-05,-1.3571134805679321,NA,NA,NA
236,6.03810453414917,9.999999747378752e-05,-1.3598812818527222,NA,NA,NA
237,6.038178443908691,9.999999747378752e-05,-1.3598319292068481,NA,NA,NA
238,6.0368452072143555,9.999999747378752e-05,-1.3607535362243652,NA,NA,NA
239,6.0375237464904785,9.999999747378752e-05,-1.3602852821350098,NA,NA,NA
240,6.03557014465332,9.999999747378752e-05,-1.3616422414779663,NA,NA,NA
241,6.034743309020996,9.999999747378752e-05,-1.362212061882019,NA,NA,NA
242,6.034011363983154,9.999999747378752e-05,-1.362719178199768,NA,NA,NA
243,6.033604145050049,9.999999747378752e-05,-1.363003134727478,NA,NA,NA
244,6.032974720001221,9.999999747378752e-05,-1.3634368181228638,NA,NA,NA
245,6.029900074005127,9.999999747378752e-05,-1.3655685186386108,NA,NA,NA
246,6.030560493469238,9.999999747378752e-05,-1.365111231803894,NA,NA,NA
247,6.0301923751831055,9.999999747378752e-05,-1.3653655052185059,NA,NA,NA
248,6.028624534606934,9.999999747378752e-05,-1.3664536476135254,NA,NA,NA
249,6.0259318351745605,9.999999747378752e-05,-1.3683189153671265,NA,NA,NA
250,6.026296615600586,9.999999747378752e-05,-1.3680660724639893,NA,NA,NA
251,6.0239787101745605,9.999999747378752e-05,-1.3696739673614502,NA,NA,NA
252,6.02382755279541,9.999999747378752e-05,-1.3697779178619385,NA,NA,NA
253,6.0208516120910645,9.999999747378752e-05,-1.3718414306640625,NA,NA,NA
254,6.022230625152588,9.999999747378752e-05,-1.3708868026733398,NA,NA,NA
255,6.020666122436523,9.999999747378752e-05,-1.371971845626831,NA,NA,NA
256,6.019047260284424,9.999999747378752e-05,-1.3730905055999756,NA,NA,NA
257,6.017678737640381,9.999999747378752e-05,-1.374040126800537,NA,NA,NA
258,6.018151760101318,9.999999747378752e-05,-1.3737130165100098,NA,NA,NA
259,6.015949249267578,9.999999747378752e-05,-1.3752416372299194,NA,NA,NA
260,6.016263008117676,9.999999747378752e-05,-1.3750215768814087,NA,NA,NA
261,6.014979362487793,9.999999747378752e-05,-1.3759112358093262,NA,NA,NA
262,6.014863014221191,9.999999747378752e-05,-1.3759950399398804,NA,NA,NA
263,6.015356063842773,9.999999747378752e-05,-1.3756502866744995,NA,NA,NA
264,6.012335300445557,9.999999747378752e-05,-1.377743124961853,NA,NA,NA
265,6.011536121368408,9.999999747378752e-05,-1.3782986402511597,NA,NA,NA
266,6.011035442352295,9.999999747378752e-05,-1.37864351272583,NA,NA,NA
267,6.010131359100342,9.999999747378752e-05,-1.3792719841003418,NA,NA,NA
268,6.008305549621582,9.999999747378752e-05,-1.3805367946624756,NA,NA,NA
269,6.009920597076416,9.999999747378752e-05,-1.3794187307357788,NA,NA,NA
270,6.006803512573242,9.999999747378752e-05,-1.3815796375274658,NA,NA,NA
271,6.005978107452393,9.999999747378752e-05,-1.382151484489441,NA,NA,NA
272,6.004850387573242,9.999999747378752e-05,-1.382930040359497,NA,NA,NA
273,6.005361080169678,9.999999747378752e-05,-1.382576823234558,NA,NA,NA
274,6.003871917724609,9.999999747378752e-05,-1.3836085796356201,NA,NA,NA
275,6.0037055015563965,9.999999747378752e-05,-1.383725881576538,NA,NA,NA
276,6.001802921295166,9.999999747378752e-05,-1.3850460052490234,NA,NA,NA
277,6.00105094909668,9.999999747378752e-05,-1.3855657577514648,NA,NA,NA
278,6.001089572906494,9.999999747378752e-05,-1.3855408430099487,NA,NA,NA
279,6.000400066375732,9.999999747378752e-05,-1.3860162496566772,NA,NA,NA
280,5.998900890350342,9.999999747378752e-05,-1.387056827545166,NA,NA,NA
281,5.998859405517578,9.999999747378752e-05,-1.3870844841003418,NA,NA,NA
282,5.996332168579102,9.999999747378752e-05,-1.3888368606567383,NA,NA,NA
283,5.995023250579834,9.999999747378752e-05,-1.3897432088851929,NA,NA,NA
284,5.99569034576416,9.999999747378752e-05,-1.3892841339111328,NA,NA,NA
285,5.993659019470215,9.999999747378752e-05,-1.3906910419464111,NA,NA,NA
286,5.995372295379639,9.999999747378752e-05,-1.3895024061203003,NA,NA,NA
287,5.992314338684082,9.999999747378752e-05,-1.3916187286376953,NA,NA,NA
288,5.991711616516113,9.999999747378752e-05,-1.392035961151123,NA,NA,NA
289,5.991144180297852,9.999999747378752e-05,-1.3924305438995361,NA,NA,NA
290,5.9910807609558105,9.999999747378752e-05,-1.3924776315689087,NA,NA,NA
291,5.990212440490723,9.999999747378752e-05,-1.393076777458191,NA,NA,NA
292,5.98893404006958,9.999999747378752e-05,-1.3939627408981323,NA,NA,NA
293,5.988508701324463,9.999999747378752e-05,-1.3942581415176392,NA,NA,NA
294,5.988333225250244,9.999999747378752e-05,-1.3943818807601929,NA,NA,NA
295,5.9870781898498535,9.999999747378752e-05,-1.3952525854110718,NA,NA,NA
296,5.9853010177612305,9.999999747378752e-05,-1.3964858055114746,NA,NA,NA
297,5.985805511474609,9.999999747378752e-05,-1.3961352109909058,NA,NA,NA
298,5.98515510559082,9.999999747378752e-05,-1.3965849876403809,NA,NA,NA
299,5.983218193054199,9.999999747378752e-05,-1.3979259729385376,NA,NA,NA
300,5.984248638153076,9.999999747378752e-05,-1.3972132205963135,NA,NA,NA
301,5.982086181640625,9.999999747378752e-05,-1.3987115621566772,NA,NA,NA
302,5.982221603393555,9.999999747378752e-05,-1.3986194133758545,NA,NA,NA
303,5.980169296264648,9.999999747378752e-05,-1.4000405073165894,NA,NA,NA
304,5.979112148284912,9.999999747378752e-05,-1.4007723331451416,NA,NA,NA
305,5.979480266571045,9.999999747378752e-05,-1.400517225265503,NA,NA,NA
306,5.980273723602295,9.999999747378752e-05,-1.3999675512313843,NA,NA,NA
307,5.980671405792236,9.999999747378752e-05,-1.3996920585632324,NA,NA,NA
308,5.978128433227539,9.999999747378752e-05,-1.4014551639556885,NA,NA,NA
309,5.978346347808838,9.999999747378752e-05,-1.401303768157959,NA,NA,NA
310,5.977789878845215,9.999999747378752e-05,-1.4016891717910767,NA,NA,NA
311,5.975765228271484,9.999999747378752e-05,-1.4030908346176147,NA,NA,NA
312,5.975930690765381,9.999999747378752e-05,-1.402976155281067,NA,NA,NA
313,5.974724292755127,9.999999747378752e-05,-1.4038140773773193,NA,NA,NA
314,5.973814964294434,9.999999747378752e-05,-1.4044431447982788,NA,NA,NA
315,5.97476863861084,9.999999747378752e-05,-1.4037816524505615,NA,NA,NA
316,5.974440574645996,9.999999747378752e-05,-1.4040119647979736,NA,NA,NA
317,5.973058700561523,9.999999747378752e-05,-1.4049688577651978,NA,NA,NA
318,5.971240997314453,9.999999747378752e-05,-1.4062288999557495,NA,NA,NA
319,5.971940517425537,9.999999747378752e-05,-1.405741572380066,NA,NA,NA
320,5.969587326049805,9.999999747378752e-05,-1.407372236251831,NA,NA,NA
321,5.969285011291504,9.999999747378752e-05,-1.4075846672058105,NA,NA,NA
322,5.96908712387085,9.999999747378752e-05,-1.4077222347259521,NA,NA,NA
323,5.969015121459961,9.999999747378752e-05,-1.407772421836853,NA,NA,NA
324,5.966987609863281,9.999999747378752e-05,-1.4091757535934448,NA,NA,NA
325,5.968505859375,9.999999747378752e-05,-1.4081217050552368,NA,NA,NA
326,5.968926906585693,9.999999747378752e-05,-1.4078344106674194,NA,NA,NA
327,5.9664225578308105,9.999999747378752e-05,-1.4095672369003296,NA,NA,NA
328,5.965012073516846,9.999999747378752e-05,-1.410546898841858,NA,NA,NA
329,5.965845108032227,9.999999747378752e-05,-1.4099680185317993,NA,NA,NA
330,5.966245174407959,9.999999747378752e-05,-1.4096909761428833,NA,NA,NA
331,5.963872909545898,9.999999747378752e-05,-1.4113363027572632,NA,NA,NA
332,5.964293479919434,9.999999747378752e-05,-1.4110443592071533,NA,NA,NA
333,5.963302135467529,9.999999747378752e-05,-1.4117311239242554,NA,NA,NA
334,5.96193790435791,9.999999747378752e-05,-1.4126747846603394,NA,NA,NA
335,5.961894512176514,9.999999747378752e-05,-1.4127050638198853,NA,NA,NA
336,5.962305068969727,9.999999747378752e-05,-1.412423014640808,NA,NA,NA
337,5.960700035095215,9.999999747378752e-05,-1.4135361909866333,NA,NA,NA
338,5.960339069366455,9.999999747378752e-05,-1.4137842655181885,NA,NA,NA
339,5.958353042602539,9.999999747378752e-05,-1.415163278579712,NA,NA,NA
340,5.958210468292236,9.999999747378752e-05,-1.4152637720108032,NA,NA,NA
341,5.957472324371338,9.999999747378752e-05,-1.4157705307006836,NA,NA,NA
342,5.957557678222656,9.999999747378752e-05,-1.4157110452651978,NA,NA,NA
343,5.957833766937256,9.999999747378752e-05,-1.4155232906341553,NA,NA,NA
344,5.958075046539307,9.999999747378752e-05,-1.4153528213500977,NA,NA,NA
345,5.956490516662598,9.999999747378752e-05,-1.4164514541625977,NA,NA,NA
346,5.956028461456299,9.999999747378752e-05,-1.416772484779358,NA,NA,NA
347,5.9564056396484375,9.999999747378752e-05,-1.4165104627609253,NA,NA,NA
348,5.955752372741699,9.999999747378752e-05,-1.4169642925262451,NA,NA,NA
